pto_no,sacco,permit_id,primary_route,all_matches,confidence,score,reasons,route_text
NTSA/RSN-0503,Outer Circle,ADR-POKS75Z,,,UNMATCHED,0,Insufficient keyword overlap,"jericho, maringo,jogoo road, temple road"
NTSA/RSN-0503,Outer Circle,ADR-VYASZP6,,,UNMATCHED,0,Insufficient keyword overlap,"jericho, temple road,maringo, jogoo road"
NTSA/RSN-0503,Outer Circle,ADR-Q5LCBO2,,,UNMATCHED,0,Insufficient keyword overlap,"gill house, outering,jogoo road, buruburu"
NTSA/RSN-0503,Outer Circle,ADR-EPJSQ3P,10,10 (MEDIUM:51); 33DP (LOW:39),MEDIUM,51,"3 waypoints (maringo, muthurwa, jogoo); Terminal 'muthurwa'","muthurwa, jogoo road,maringo,jericho,bururburu, dandora"
NTSA/RSN-0503,Outer Circle,ADR-2DVS2JY,,,UNMATCHED,0,Insufficient keyword overlap,"gill house, jogoo road,buruburu, outering"
NTSA/RSN-0504,Outreach Travel,NTR-00202011131701470,10,10 (LOW:39); 33DP (LOW:39); 70/71 (LOW:39),LOW,39,"2 waypoints (muthurwa, jogoo); Terminal 'muthurwa'","Muthurwa, Jogoo rd Likoni rd Lungalunga Mombasa rd Taj Mall Outering rd, Alsops"
NTSA/RSN-0504,Outreach Travel,NTR-00202107081403490,38/39,38/39 (MEDIUM:48); 10 (LOW:39); 69 (LOW:39),MEDIUM,48,"5 waypoints (pass, jogoo, temple)","temple rd, muthurwa gikomba juja rd jogoo rd likoni rd lenterprise rd lusaka rd kwa njenga lunga lunga mombasa rd kitengela cabanaseastern by pass outering rd kangundo rd malaa, Thika rd"
NTSA/RSN-0504,Outreach Travel,NTR-00601,33DP,33DP (MEDIUM:51); 70/71 (MEDIUM:51); 38/39 (MEDIUM:48),MEDIUM,51,"3 waypoints (donholm, muthurwa, jogoo); Terminal 'muthurwa'","temple rd, muthurwa,jogoo rd,likoni rd,lungalunga rd, donholm route"
NTSA/RSN-0504,Outreach Travel,ADR-3ZQSVY2,10,10 (LOW:39); 33DP (LOW:39); 70/71 (LOW:39),LOW,39,"2 waypoints (muthurwa, jogoo); Terminal 'muthurwa'","Muthurwa, Jogoo rd Likoni rd Mombasa rd Taj Mall Outering rd, Alsops"
NTSA/RSN-0504,Outreach Travel,ADR-JY7S2OE,33DP,33DP (MEDIUM:51); 70/71 (MEDIUM:51); 10 (LOW:39),MEDIUM,51,"3 waypoints (donholm, muthurwa, jogoo); Terminal 'muthurwa'","muthurwa, jogoo road,likoni road,lungalunga, donholm"
NTSA/RSN-0504,Outreach Travel,ADR-POKS5L5,33DP,33DP (MEDIUM:51); 70/71 (MEDIUM:51); 10 (LOW:39),MEDIUM,51,"3 waypoints (donholm, muthurwa, jogoo); Terminal 'muthurwa'","muthurwa, donholm,jogoo road,likoni road, lungalunga"
NTSA/RSN-0504,Outreach Travel,ADR-VYASPKO,33DP,33DP (MEDIUM:51); 70/71 (MEDIUM:51); 38/39 (MEDIUM:48),MEDIUM,51,"3 waypoints (donholm, muthurwa, jogoo); Terminal 'muthurwa'","temple rd, donholm route,muthurwa,jogoo rd,likoni rd, lungalunga rd"
NTSA/RSN-0504,Outreach Travel,ADR-Q5LCEKZ,69,69 (LOW:39),LOW,39,"2 waypoints (lusaka, muthurwa); Terminal 'muthurwa'","muthurwa, kwa njenga,enterprise road, lusaka road"
NTSA/RSN-0506,Pakin Alicia Society,NTR-00126,102,102 (LOW:39),LOW,39,"2 waypoints (railways, kikuyu); Terminal 'railways'","railways, dagoreti, kikuyu"
NTSA/RSN-0506,Pakin Alicia Society,NTR-00104,102,102 (MEDIUM:51); 2 (LOW:39); 4W (LOW:39),MEDIUM,51,"3 waypoints (railways, dagoretti, kikuyu); Terminal 'railways'","railways, kikuyu, dagoretti"
NTSA/RSN-0506,Pakin Alicia Society,NTR-00667,102,102 (MEDIUM:51); 2 (LOW:39),MEDIUM,51,"3 waypoints (kawangware, railways, kikuyu); Terminal 'railways'","railways, kawangware,dagorretti,kikuyu, gikambura"
NTSA/RSN-0506,Pakin Alicia Society,NTR-00201901141021120,,,UNMATCHED,0,Insufficient keyword overlap,"knh, dagoreti,kikuyu, limuru"
NTSA/RSN-0506,Pakin Alicia Society,NTR-00202105240911050,2,2 (MEDIUM:63); 102 (MEDIUM:63); 111 (MEDIUM:51),MEDIUM,63,"4 waypoints (kawangware, ngong, railways); Terminal 'railways'","Railways, ngong rd karen dagoretti kawangware kikuyu, Limuru"
NTSA/RSN-0506,Pakin Alicia Society,NTR-00201901070914160,102,102 (LOW:36),LOW,36,"3 waypoints (kenyatta, dagoretti, kikuyu)","kenyatta, dagoretti,kikuyu, limuru"
NTSA/RSN-0506,Pakin Alicia Society,ADR-MDMSMR5,102,102 (LOW:39),LOW,39,"2 waypoints (railways, kikuyu); Terminal 'railways'","railways, dagoreti, kikuyu, limuru"
NTSA/RSN-0506,Pakin Alicia Society,ADR-YM3SLAD,102,102 (MEDIUM:63); 2 (MEDIUM:51); 4W (LOW:39),MEDIUM,63,"4 waypoints (kawangware, railways, dagoretti); Terminal 'railways'","railways, kawangware,kikuyu, dagoretti"
NTSA/RSN-0506,Pakin Alicia Society,ADR-8LMSO6W,102,102 (LOW:39),LOW,39,"2 waypoints (railways, kikuyu); Terminal 'railways'","railways, kikuyu, dagoreti"
NTSA/RSN-0506,Pakin Alicia Society,ADR-ZZJSZWW,102,102 (MEDIUM:63); 2 (MEDIUM:51); 4W (LOW:39),MEDIUM,63,"4 waypoints (kawangware, railways, dagoretti); Terminal 'railways'","railways, dagoretti,kawangware, kikuyu"
NTSA/RSN-0506,Pakin Alicia Society,ADR-LZRSRVZ,2,2 (LOW:39); 102 (LOW:39),LOW,39,"2 waypoints (kawangware, railways); Terminal 'railways'","railways, kawangware, limuru"
NTSA/RSN-0506,Pakin Alicia Society,ADR-O68I875,102,102 (MEDIUM:63); 2 (MEDIUM:51); 4W (MEDIUM:51),MEDIUM,63,"4 waypoints (ngong, railways, dagoretti); Terminal 'railways'","railways, kikuyu,ngong road, dagoretti"
NTSA/RSN-0506,Pakin Alicia Society,ADR-6DBSL7A,,,UNMATCHED,0,Insufficient keyword overlap,"kikuyu, gikambura, dagoreti"
NTSA/RSN-0506,Pakin Alicia Society,ADR-WZ9S96A,102,102 (MEDIUM:51); 2 (LOW:39); 4W (LOW:39),MEDIUM,51,"3 waypoints (railways, dagoretti, kikuyu); Terminal 'railways'","railways, dagoretti, kikuyu"
NTSA/RSN-01749,Pals Matatu,NTR-0042,2,2 (LOW:39); 56 (LOW:39); 102 (LOW:39),LOW,39,"2 waypoints (kawangware, railways); Terminal 'railways'","railways, yaya, kawangware"
NTSA/RSN-01749,Pals Matatu,NTR-00201907151554060,2,2 (MEDIUM:63); 102 (MEDIUM:63); 4W (MEDIUM:51),MEDIUM,63,"4 waypoints (kawangware, riruta, railways); Terminal 'railways'","railways, yaya,kawangware,riruta satelite, dagoretti market"
NTSA/RSN-3487,Peja,NTR-00202002270910280,38/39,38/39 (LOW:36),LOW,36,"3 waypoints (kangundo, saika, temple)","Saika, Kangundo rdDandoraOuteringBuruburuJerichoMaringoJogoo rdOtc, Temple rd"
NTSA/RSN-3487,Peja,ADR-EPJS7D5,,,UNMATCHED,0,Insufficient keyword overlap,"ALSOLPS,, OUTERING ROAD,, CITY CABANAS AND BACK"
NTSA/RSN-3487,Peja,ADR-POKS75Z,,,UNMATCHED,0,Insufficient keyword overlap,"jericho, maringo,jogoo road, temple road"
NTSA/RSN-3487,Peja,NTR-00202002270910280,38/39,38/39 (LOW:36),LOW,36,"3 waypoints (kangundo, saika, temple)","Saika, Kangundo rdDandoraOuteringBuruburuJerichoMaringoJogoo rdOtc, Temple rd"
NTSA/RSN-3487,Peja,ADR-EPJS7D5,,,UNMATCHED,0,Insufficient keyword overlap,"ALSOLPS,, OUTERING ROAD,, CITY CABANAS AND BACK"
NTSA/RSN-3487,Peja,ADR-POKS75Z,,,UNMATCHED,0,Insufficient keyword overlap,"jericho, maringo,jogoo road, temple road"
NTSA/RSN-0508,Pejo Tech Company,NTR-00741,38/39,38/39 (MEDIUM:63); 10 (MEDIUM:51); 16/62 (MEDIUM:51),MEDIUM,63,"6 waypoints (ruai, jogoo, makongeni); Terminal 'bus station'","Bus Station, Jogoo rd Muthurwa Gikomba Kariokor Juja Rd OuteringRd Allsops Kariobangi dandora Moslem machakos mlolongo mombasa rd Cabanas EasternBypass Utawala Ruiru Roundabout kangundo rd ruai joska malaa tala Thika Makongeni kiskioni donyosabuk kilimambogo, Nyeri"
NTSA/RSN-0508,Pejo Tech Company,NTR-00114,14,14 (MEDIUM:51); 04SK (LOW:39); 35/60 (LOW:39),MEDIUM,51,"3 waypoints (ronald, kariobangi, ngala); Terminal 'otc'","ronald ngala, kariobangi, dandora"
NTSA/RSN-0508,Pejo Tech Company,NTR-00357,14,14 (LOW:39); 1960 (LOW:39); 46B (LOW:39),LOW,39,"2 waypoints (ronald, kariobangi); Terminal 'otc'","dandora, kariobangi round about,alsolps,thika road, ronald ngara"
NTSA/RSN-0508,Pejo Tech Company,ADR-9AKFR89,14,14 (MEDIUM:51); 46B (MEDIUM:51); 46H (MEDIUM:51),MEDIUM,51,"3 waypoints (ronald, juja, ngala); Terminal 'otc'","dandora, juja road, ronald ngala"
NTSA/RSN-0510,Pinpoint Solution (k),NTR-00202109291448350,38/39,38/39 (MEDIUM:63); 10 (MEDIUM:51); 04SK (MEDIUM:51),MEDIUM,63,"4 waypoints (kangundo, kayole, muthurwa); Terminal 'bus station'","thika rd, bypass kangundo rd jogoo rd eastleigh juja rd gikomba alsops maringo jericho outering rd kamuluruiru OTC mombasa rd komarock muthurwa bus station kayole, Utawala"
NTSA/RSN-0510,Pinpoint Solution (k),NTR-0047,10,10 (LOW:39); 1960 (LOW:39); 04SK (LOW:39),LOW,39,"2 waypoints (muthurwa, jogoo); Terminal 'muthurwa'","kayole, jogoo road,muthurwa, otc"
NTSA/RSN-0510,Pinpoint Solution (k),NTR-00117,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, juja road, gikomba"
NTSA/RSN-0510,Pinpoint Solution (k),NTR-00439,38/39,38/39 (MEDIUM:51); 10 (LOW:39); 33DP (LOW:39),MEDIUM,51,"3 waypoints (kayole, muthurwa, jogoo); Terminal 'bus station'","bus station, jogoo road,kayole, muthurwa"
NTSA/RSN-0510,Pinpoint Solution (k),ADR-EPJSEOJ,1960,1960 (LOW:39); 04SK (LOW:39); 1961K (LOW:39),LOW,39,"2 waypoints (kayole, jogoo); Terminal 'otc'","kayole, jogoo road, otc"
NTSA/RSN-0510,Pinpoint Solution (k),ADR-2DVSRE2,1960,1960 (LOW:39); 04SK (LOW:39); 1961K (LOW:39),LOW,39,"2 waypoints (kayole, jogoo); Terminal 'otc'","kayole, otc, jogoo road"
NTSA/RSN-0510,Pinpoint Solution (k),ADR-K9BF6PW,10,10 (LOW:39); 1960 (LOW:39); 04SK (LOW:39),LOW,39,"2 waypoints (muthurwa, jogoo); Terminal 'muthurwa'","kayole, jogoo road, muthurwa, otc, mfangano"
NTSA/RSN-0510,Pinpoint Solution (k),ADR-7WRS985,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, gikomba, juja road"
NTSA/RSN-0510,Pinpoint Solution (k),ADR-BQ9SQ96,38/39,38/39 (MEDIUM:51); 10 (LOW:39); 33DP (LOW:39),MEDIUM,51,"3 waypoints (kayole, muthurwa, jogoo); Terminal 'bus station'","bus station, muthurwa, jogoo road, kayole, eastern bypass, utawala"
NTSA/RSN-0510,Pinpoint Solution (k),ADR-REOSZAE,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, komarocksmolemjuja road, eastleigh"
NTSA/RSN-0510,Pinpoint Solution (k),ADR-MDMSJVR,10,10 (LOW:39); 33DP (LOW:39); 38/39 (LOW:36),LOW,39,"2 waypoints (muthurwa, jogoo); Terminal 'muthurwa'","muthurwa, jogoo road, kayole"
NTSA/RSN-0513,Prime Transcity,NTR-0048,28,28 (LOW:39),LOW,39,"2 waypoints (gikomba, eastleigh); Terminal 'gikomba'","kayole, juja road,eastleigh, gikomba"
NTSA/RSN-0513,Prime Transcity,NTR-00117,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, juja road, gikomba"
NTSA/RSN-0513,Prime Transcity,NTR-0047,10,10 (LOW:39); 1960 (LOW:39); 04SK (LOW:39),LOW,39,"2 waypoints (muthurwa, jogoo); Terminal 'muthurwa'","kayole, jogoo road,muthurwa, otc"
NTSA/RSN-0513,Prime Transcity,NTR-00206,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, umoja, outering, juja road, gikomba"
NTSA/RSN-0513,Prime Transcity,NTR-0052,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, umoja,outering,juja road, gikomba"
NTSA/RSN-0513,Prime Transcity,NTR-00201907151558480,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, komarock rd,juja rd, gikomba"
NTSA/RSN-0513,Prime Transcity,ADR-MDMSMO6,33DP,33DP (MEDIUM:51); 38/39 (MEDIUM:48); 10 (LOW:39),MEDIUM,51,"3 waypoints (tassia, muthurwa, jogoo); Terminal 'muthurwa'","Kangundo rd, Kamulu Eastern bypass Cabanas Outering rd Tassia link Savannah Komarock Umoja komarock rd Heshima rd Jogoo rd Muthurwa Gikomba Eastleigh juja rd Mihango, Ruiru underpass"
NTSA/RSN-0513,Prime Transcity,ADR-YM3SL58,04SK,04SK (MEDIUM:63); 1960 (MEDIUM:51); 33DP (MEDIUM:51),MEDIUM,63,"4 waypoints (kangundo, umoja, kayole); Terminal 'otc'","Kangundo rd, Kamulu Eastern bypass Cabanas Outering rd alsops Tassia link Savannah Komarock Umoja kayole komarock rd Heshima rd Jogoo rd otc Muthurwa Gikomba Eastleigh juja rd Mihango, Ruiru underpass"
NTSA/RSN-0513,Prime Transcity,ADR-8LMSO95,1960,1960 (LOW:39); 04SK (LOW:39); 1961K (LOW:39),LOW,39,"2 waypoints (kayole, jogoo); Terminal 'otc'","kayole, jogoo road, otc"
NTSA/RSN-0513,Prime Transcity,ADR-ZZJSZR9,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, komarocksmolemjuja road, eastleigh"
NTSA/RSN-0513,Prime Transcity,ADR-LZRSRY7,1960,1960 (LOW:39); 04SK (LOW:39); 1961K (LOW:39),LOW,39,"2 waypoints (kayole, jogoo); Terminal 'otc'","kayole, otc, jogoo road"
NTSA/RSN-0513,Prime Transcity,ADR-O68I8PL,28,28 (LOW:39),LOW,39,"2 waypoints (gikomba, eastleigh); Terminal 'gikomba'","kayole, gikomba,juja road, eastleigh"
NTSA/RSN-0513,Prime Transcity,ADR-6DBSLZL,10,10 (LOW:39); 1960 (LOW:39); 04SK (LOW:39),LOW,39,"2 waypoints (muthurwa, jogoo); Terminal 'muthurwa'","kayole, otc,jogoo road, muthurwa"
NTSA/RSN-0513,Prime Transcity,ADR-WZ9S9VL,,,UNMATCHED,0,Insufficient keyword overlap,"kayole, gikomba, juja road"
NTSA/RSN-0516,QUE Services,NTR-00731,,,UNMATCHED,0,Insufficient keyword overlap,"huruma, eeastleigh, lunga lunga"
NTSA/RSN-0516,QUE Services,ADR-K9BFBEY,116,116 (LOW:36); 1961K (LOW:36); 19C (LOW:36),LOW,36,"3 waypoints (mombasa, green, likoni)","Huruma, Eastleigh, Jogoo road, Likoni road, Lunga lunga, Outering road, Green span, Cabanas Terminus, Mombasa rd"
NTSA/RSN-0516,QUE Services,ADR-7WRS27O,116,116 (LOW:36); 1961K (LOW:36); 19C (LOW:36),LOW,36,"3 waypoints (mombasa, green, likoni)","Huruma, Eastleigh, Jogoo roadlusaka rd enterprise rd, Likoni road, Lunga lunga, Outering road kangundo rd kamulu, Green span, Cabanas Terminus, Mombasa rd"
NTSA/RSN-0516,QUE Services,ADR-BQ9SZ77,,,UNMATCHED,0,Insufficient keyword overlap,"huruma, eastleigh, jogoo road, likoni road, lunga lunga"
NTSA/RSN-0516,QUE Services,ADR-REOSO8Z,,,UNMATCHED,0,Insufficient keyword overlap,"huruma, lunga lunga,eastleigh, jogoo road, likoni road"
NTSA/RSN-0516,QUE Services,ADR-MDMSMKA,,,UNMATCHED,0,Insufficient keyword overlap,"huruma, lunga lunga, eeastleigh"
NTSA/RSN-0516,QUE Services,ADR-YM3SLVL,46B,46B (MEDIUM:63); 14 (MEDIUM:51); 46H (MEDIUM:51),MEDIUM,63,"4 waypoints (ronald, ngara, juja); Terminal 'otc'","huruma, ronald ngala,juja, ngara"
NTSA/RSN-0516,QUE Services,ADR-8LMSOJE,14,14 (MEDIUM:51); 46B (MEDIUM:51); 46H (MEDIUM:51),MEDIUM,51,"3 waypoints (ronald, ngala, kariokor); Terminal 'otc'","huruma, ronald ngala,joskasaga, kariokor"
NTSA/RSN-02043,RAJ Safaris,NTR-00202106161128210,2,2 (MEDIUM:63); 102 (MEDIUM:63); 4W (MEDIUM:63),MEDIUM,63,"5 waypoints (dagoretti, kawangware, ngong); Terminal 'railways'","Railways, ngong rd kibera yaya kawangware dagoretti, kabiria"
NTSA/RSN-02043,RAJ Safaris,NTR-00202107081548470,2,2 (MEDIUM:63); 102 (MEDIUM:63); 4W (MEDIUM:51),MEDIUM,63,"4 waypoints (kawangware, kibera, railways); Terminal 'railways'","tom mboya, mombasa rd utawala eastern bypass kamakis railways via thika rdngong rd kibera yaya kawangware dagoretti, kabiria"
NTSA/RSN-02043,RAJ Safaris,NTR-0077,2,2 (MEDIUM:63); 102 (MEDIUM:63); 4W (MEDIUM:63),MEDIUM,63,"5 waypoints (dagoretti, kawangware, ngong); Terminal 'railways'","Tom Mboya, Mombasa RdUtawala Eastern Bypass Kamakis Railways via Thika Rd Kibera Yaya Kawangware Dagoretti Kabiria Rongai Ngong Kiserian Isinya, Kitengela"
NTSA/RSN-4328,Rasasi,NTR-00201911081222270,15,15 (MEDIUM:51); 24 (MEDIUM:48); 125 (MEDIUM:48),MEDIUM,51,"3 waypoints (nyayo, stadium, langata); Terminal 'bus station'","Bus station, Nyayo stadium,Langata,St marys,Rongai,Kiserian,Ngong,Karen,Dagoretti corner,Knh,Kileleshwa,Westlands,Museum road,Limuru rd, Ruaka"
NTSA/RSN-4328,Rasasi,NTR-00370,34L,34L (MEDIUM:48); 15 (LOW:39); 24C (LOW:36),MEDIUM,48,"4 waypoints (kenyatta, otiende, mbagathi)","bus station, kenyatta,mbagathi road,langata,otiende, st marys"
NTSA/RSN-4328,Rasasi,NTR-00201903041604540,16,16 (MEDIUM:51); 2 (MEDIUM:48); 24 (MEDIUM:48),MEDIUM,51,"3 waypoints (kenyatta, nyayo, stadium); Terminal 'bus station'","bus station, nyayo stadium,rongai,kiserian,ngong,karen,dagoretti corner, kenyatta hospital"
NTSA/RSN-4328,Rasasi,NTR-00201901141206210,24,24 (MEDIUM:48); 111 (MEDIUM:48); 126 (MEDIUM:48),MEDIUM,48,"6 waypoints (nyayo, karen, ngong)","nyayo stadium, rongai,kiserian,ngong,karen,dagoreti corner, kenyatta hospital"
NTSA/RSN-4328,Rasasi,ADR-POKSO32,34L,34L (MEDIUM:63); 15 (LOW:39); 24C (LOW:36),MEDIUM,63,"4 waypoints (otiende, mbagathi, langata); Terminal 'knh'","bus station, knh,mbagathi way, langata,otiende, st.marys hospital"
NTSA/RSN-0523,Rembo Shuttle Savings AND Credit,NTR-00202008111552550,,,UNMATCHED,0,Insufficient keyword overlap,"Athi River, KitengelaKataniJoskaKangundo road, Koma Bus Park"
NTSA/RSN-0523,Rembo Shuttle Savings AND Credit,NTR-001098,110,110 (LOW:39); 11_2 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, athi river, kitengela, machakos"
NTSA/RSN-0523,Rembo Shuttle Savings AND Credit,NTR-001104,110,110 (LOW:39); 11_2 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, kitengela, athi river, machakos"
NTSA/RSN-0523,Rembo Shuttle Savings AND Credit,NTR-00202008171333500,,,UNMATCHED,0,Insufficient keyword overlap,"Cabanas, Kangundo road Ruai, Komarock stage"
NTSA/RSN-0523,Rembo Shuttle Savings AND Credit,NTR-00202008210840050,110,110 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","Railways, Athi River Kitengela, Kajiado"
NTSA/RSN-0523,Rembo Shuttle Savings AND Credit,NTR-0020160526151433,110,110 (MEDIUM:51); 38/39 (MEDIUM:48); 111 (LOW:39),MEDIUM,51,"3 waypoints (cabanas, kitengela, railways); Terminal 'railways'","Railways, Jogoo rd Cabanas Kitengela Kajiado Athi River Machakos Katani Kangundo road Ruai Joska, Koma bus"
NTSA/RSN-0523,Rembo Shuttle Savings AND Credit,ADR-8LMSEKM,110,110 (MEDIUM:51); 38/39 (MEDIUM:48); 11_2 (LOW:39),MEDIUM,51,"3 waypoints (cabanas, kitengela, railways); Terminal 'railways'","Railways, Kitengela Kajiado Athi River Machakos Katani Cabanas Kangundo road Ruai Joska, Koma bus"
NTSA/RSN-0523,Rembo Shuttle Savings AND Credit,ADR-ZZJSQ8V,110,110 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, athi river, kitengela"
NTSA/RSN-0523,Rembo Shuttle Savings AND Credit,ADR-LZRSWDO,110,110 (LOW:39); 11_2 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, athiriver,kitengela, machakos"
NTSA/RSN-0523,Rembo Shuttle Savings AND Credit,ADR-O68I2KM,110,110 (LOW:39); 11_2 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, athiriver, kitengela, machakos"
NTSA/RSN-0523,Rembo Shuttle Savings AND Credit,ADR-6DBS8YD,110,110 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, kitengela, athi river"
NTSA/RSN-0523,Rembo Shuttle Savings AND Credit,ADR-WZ9SL29,110,110 (LOW:39); 11_2 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, machakos,athiriver, kitengela"
NTSA/RSN-0523,Rembo Shuttle Savings AND Credit,ADR-537HYLY,110,110 (LOW:39); 11_2 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, machakos,athiriver, kitengela"
NTSA/RSN-0523,Rembo Shuttle Savings AND Credit,ADR-A5AC2MV,110,110 (LOW:39); 11_2 (LOW:39),LOW,39,"2 waypoints (kitengela, railways); Terminal 'railways'","railways, kitengela, athiriver, machakos"
NTSA/RSN-1912,Risen Company,NTR-00202009101618560,,,UNMATCHED,0,Insufficient keyword overlap,"Umoja innercore, KomarockSavannahOutering rdEmbakasiCabanasMombasa rdIndustrial areaEastern bypassUtawalaKangundo rdRuaiKomarock rdJuja rdEastleighJogoo rdMumias rdThika rdKahawa westCommercialRailwaysLangata rdOngata RongaiKiserianNgongKaren, Ngong rd"
NTSA/RSN-1912,Risen Company,NTR-00417,,,UNMATCHED,0,Insufficient keyword overlap,"Subukia, Njoro Molo Mau Narok Kitale Eldoret Muhoroni Kericho Kakamega Kapsabet Malaba Bungoma Webuye Kisumu Kisii Narok Nakuru Nairobi Kangundo, Machakos"
NTSA/RSN-1912,Risen Company,NTR-00202211071526240,,,UNMATCHED,0,Insufficient keyword overlap,"Kitui, KibweziMachakosKajiadoKangundoKangundo Rd NairobiKiambuThikaMurangaEmbuNyeriMeruNyahururuSubukiaNyandaruaNakuruNjoroMau -NarokKisiiMuhoroniKerichoKisumuBusiaMalabaKakamegaBungomaWebuyeEldoret, kitale"
NTSA/RSN-1912,Risen Company,ADR-BQ9SPKR,58,58 (MEDIUM:63); 19C (MEDIUM:63); 23KS (MEDIUM:63),MEDIUM,63,"4 waypoints (shauri, jogoo, buruburu); Terminal 'kencom'","Shauri moyo, Jogoo rd Buruburu outering civil servant Umoja Kangundo rd kayole Soweto Komarock Savannah Embakasi Industrial area Eastern Bypass Mombasa rd Ktani Syokimau Mlolongo Kajiado Athi river Machakos Kangundo Outering rd Juja rd Eastleigh Kabirea SatelliteNrb Upperhill Moi Avenue Community Westlands Parklands Forest rd Thika rd Zimmerman 44 Kahawa West Ruiru, Thika(Makongeni)"
NTSA/RSN-1912,Risen Company,ADR-REOSBDD,58,58 (MEDIUM:63); 111 (MEDIUM:63); 11_2 (MEDIUM:63),MEDIUM,63,"4 waypoints (shauri, jogoo, buruburu); Terminal 'kencom'","Shauri moyo, Jogoo rd Buruburu Outering rdKangundo rd Umoja Innercore KomarockSavannah Embakasi Industrial Area Mombasa rd Katani Athi river Kitengela Eastern BypassUtawala KangundoKomarockrd Juja rd Eastleigh Thika rd ZimmermanKahawa WestJuja Commercial Langatard Mbagathi rd Ongata Rongai Karen Yaya Ngong rdKenyatta Community.GPO Moi Avenue, Railway"
NTSA/RSN-1912,Risen Company,ADR-MDMSOW2,58,58 (MEDIUM:63); 111 (MEDIUM:63); 126 (MEDIUM:63),MEDIUM,63,"4 waypoints (shauri, jogoo, buruburu); Terminal 'kencom'","Shauri moyo, Jogoo rd Buruburu Outering rdKangundo rd Umoja Innercore KomarockSavannah Embakasi Industrial Area Mombasa rd Katani Athi river Kitengela Eastern BypassUtawala KangundoKomarockrd Juja rd Eastleigh Thika rd ZimmermanKahawa WestJuja Commercial Langatard Mbagathi rd Ongata Rongai Kiserian Ngong Karen Yaya Ngong rdKenyatta Community.GPO Moi Avenue, Railway"
NTSA/RSN-1912,Risen Company,ADR-YM3S5Z2,14,14 (MEDIUM:63); 58 (MEDIUM:63); 1960 (MEDIUM:63),MEDIUM,63,"5 waypoints (ronald, eastleigh, ngala); Terminal 'otc'","Ronald Ngala, Jogoo rd Shauri Moyo Buruburu outering civil servant Umoja Kangundo rd kayole Soweto Komarock Savannah Embakasi Industrial area Eastern Bypass Mombasa rd Katani Syokimau Mlolongo Kajiado Athi river Machakos Kangundo Outering rd Juja rd Eastleigh Kabirea Satellite Nrb Upperhill Moi Avenue Community Westlands Parklands Forest rd Thika rd Zimmerman 44 Kahawa West Ruiru, Thika (Makongeni)"
NTSA/RSN-1912,Risen Company,ADR-8LMS9A3,14,14 (MEDIUM:63); 58 (MEDIUM:63); 1960 (MEDIUM:63),MEDIUM,63,"5 waypoints (ronald, eastleigh, ngala); Terminal 'otc'","Ronald Ngala, Tom Mboya Jogoo rd Shauri Moyo Buruburu outering civil servant Umoja Kangundo rd kayole Soweto Komarock Savannah Embakasi Industrial area Eastern Bypass Mombasa rd Katani Syokimau Mlolongo Kajiado Athi river Machakos Kangundo Outering rd Juja rd Eastleigh Kabiria Satellite Nrb Upperhill Moi Avenue Community Westlands Parklands Forest rd Thika rd Zimmerman 44 Kahawa West Ruiru, Thika (Makongeni)"
NTSA/RSN-1912,Risen Company,ADR-ZZJSRPE,14,14 (MEDIUM:63); 58 (MEDIUM:63); 1960 (MEDIUM:63),MEDIUM,63,"5 waypoints (ronald, eastleigh, ngala); Terminal 'otc'","Ronald Ngala, Jogoo rd Shauri Moyo Buruburu outering civil servant Umoja Kangundo rd kayole Soweto Komarock Savannah Embakasi Industrial area Eastern Bypass Mombasa rd Katani Syokimau Mlolongo Kajiado Athi river Machakos Kangundo Outering rd Juja rd Eastleigh Kabirea Satellite Nrb Upperhill Moi Avenue Community Kikuyu Westlands Parklands Forest rd Thika rd Kasarani Mwiki Zimmerman 44 Kahawa West Ruiru, Thika (Makongeni)"
